gene_callers_id	source	accession	function	e_value
30	COG_FUNCTION	COG1020	Non-ribosomal peptide synthetase component F	1.2e-256
30	COG_CATEGORY	Q	Q	0
31	COG_FUNCTION	COG1380	Putative effector of murein hydrolase LrgA, UPF0299 family	2.2e-51
31	COG_CATEGORY	R	R	0
32	COG_FUNCTION	COG1346	Putative effector of murein hydrolase	2.4e-115
32	COG_CATEGORY	M	M	0
33	COG_FUNCTION	COG1350	Predicted alternative tryptophan synthase beta-subunit (paralog of TrpB)	1.3e-263
33	COG_CATEGORY	E	E	0
34	COG_FUNCTION	COG2719	Stage V sporulation protein SpoVR/YcgB, involved in spore cortex formation (function unknown)	1.5e-284
34	COG_CATEGORY	D	D	0
35	COG_FUNCTION	COG2718	Uncharacterized conserved protein YeaH/YhbH, required for sporulation, DUF444 family	7.8e-218
35	COG_CATEGORY	R	R	0
36	COG_FUNCTION	COG2766	Predicted Ser/Thr protein kinase	0
36	COG_CATEGORY	T	T	0
37	COG_FUNCTION	COG0500	SAM-dependent methyltransferase	2.1e-33
37	COG_CATEGORY	R!!!Q	R!!!Q	0
38	COG_FUNCTION	COG1052	Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase	1.1e-152
38	COG_CATEGORY	H!!!C!!!R	H!!!C!!!R	0
39	COG_FUNCTION	COG2067	Long-chain fatty acid transport protein	8.4e-217
39	COG_CATEGORY	I	I	0
40	COG_FUNCTION	COG1295	Uncharacterized membrane protein, BrkB/YihY/UPF0761 family (not an RNase)	7.5e-203
40	COG_CATEGORY	S	S	0
41	COG_FUNCTION	COG1639	HD-like signal output (HDOD) domain, no enzymatic activity	3e-148
41	COG_CATEGORY	T	T	0
42	COG_FUNCTION	COG4399!!!COG4399	Uncharacterized membrane protein YheB, UPF0754 family!!!Uncharacterized membrane protein YheB, UPF0754 family	1.5e-221
42	COG_CATEGORY	S	S	0
43	COG_FUNCTION	COG1385	16S rRNA U1498 N3-methylase RsmE	1.5e-117
43	COG_CATEGORY	J	J	0
44	COG_FUNCTION	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	3.4e-256
44	COG_CATEGORY	H	H	0
50	COG_FUNCTION	COG1126	ABC-type polar amino acid transport system, ATPase component	3.7e-127
50	COG_CATEGORY	E	E	0
51	COG_FUNCTION	COG0765	ABC-type amino acid transport system, permease component	1.4e-114
51	COG_CATEGORY	E	E	0
52	COG_FUNCTION	COG0834	ABC-type amino acid transport/signal transduction system, periplasmic component/domain	1e-132
52	COG_CATEGORY	T!!!E	T!!!E	0
53	COG_FUNCTION	COG0685	5,10-methylenetetrahydrofolate reductase	1.4e-162
53	COG_CATEGORY	E	E	0
54	COG_FUNCTION	COG0499	S-adenosylhomocysteine hydrolase	2.4e-265
54	COG_CATEGORY	H	H	0
55	COG_FUNCTION	COG0192	S-adenosylmethionine synthetase	5.2e-216
55	COG_CATEGORY	H	H	0
56	COG_FUNCTION	COG0640!!!COG4976	DNA-binding transcriptional regulator, ArsR family!!!Predicted methyltransferase, contains TPR repeat	6.8e-169
56	COG_CATEGORY	K!!!R	K!!!R	0
57	COG_FUNCTION	COG0021	Transketolase	0
57	COG_CATEGORY	G	G	0
58	COG_FUNCTION	COG0057	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	4.2e-174
58	COG_CATEGORY	G	G	0
59	COG_FUNCTION	COG0126	3-phosphoglycerate kinase	2.3e-205
59	COG_CATEGORY	G	G	0
60	COG_FUNCTION	COG0191	Fructose/tagatose bisphosphate aldolase	1.3e-202
60	COG_CATEGORY	G	G	0
61	COG_FUNCTION	COG0484	DnaJ-class molecular chaperone with C-terminal Zn finger domain	1.3e-156
61	COG_CATEGORY	O	O	0
65	COG_FUNCTION	COG5281	Phage-related minor tail protein	5.9e-25
65	COG_CATEGORY	X	X	0
67	COG_FUNCTION	COG0840	Methyl-accepting chemotaxis protein	8.5e-208
67	COG_CATEGORY	N!!!T	N!!!T	0
68	COG_FUNCTION	COG2070	NAD(P)H-dependent flavin oxidoreductase YrpB, nitropropane dioxygenase family	4.6e-146
68	COG_CATEGORY	R	R	0
69	COG_FUNCTION	COG1651	Protein-disulfide isomerase	2.5e-112
69	COG_CATEGORY	O	O	0
70	COG_FUNCTION	COG1054	Predicted sulfurtransferase	2.2e-154
70	COG_CATEGORY	R	R	0
71	COG_FUNCTION	COG1683!!!COG3272	Uncharacterized conserved protein YbbK, DUF523 family!!!Uncharacterized conserved protein YbgA, DUF1722 family	7.1e-168
71	COG_CATEGORY	S	S	0
72	COG_FUNCTION	COG0438!!!COG1409	Glycosyltransferase involved in cell wall bisynthesis!!!3',5'-cyclic AMP phosphodiesterase CpdA	0
72	COG_CATEGORY	M!!!T	M!!!T	0
73	COG_FUNCTION	COG0392	Uncharacterized membrane protein YbhN, UPF0104 family	4.5e-147
73	COG_CATEGORY	S	S	0
75	COG_FUNCTION	COG1802	DNA-binding transcriptional regulator, GntR family	4.3e-95
75	COG_CATEGORY	K	K	0
76	COG_FUNCTION	COG3239	Fatty acid desaturase	7e-186
76	COG_CATEGORY	I	I	0
77	COG_FUNCTION	COG0346	Catechol 2,3-dioxygenase or other lactoylglutathione lyase family enzyme	8.2e-100
77	COG_CATEGORY	Q	Q	0
78	COG_FUNCTION	COG0697	Permease of the drug/metabolite transporter (DMT) superfamily	9.4e-136
78	COG_CATEGORY	G!!!E!!!R	G!!!E!!!R	0
79	COG_FUNCTION	COG1556	L-lactate utilization protein LutC, contains LUD domain	3.2e-103
79	COG_CATEGORY	C	C	0
80	COG_FUNCTION	COG1139	L-lactate utilization protein LutB, contains a ferredoxin-type domain	4.3e-257
80	COG_CATEGORY	C	C	0
81	COG_FUNCTION	COG0247	Fe-S oxidoreductase	7e-137
81	COG_CATEGORY	C	C	0
82	COG_FUNCTION	COG1555	DNA uptake protein ComE and related DNA-binding proteins	3e-31
82	COG_CATEGORY	L	L	0
83	COG_FUNCTION	COG0154	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase	5.2e-268
83	COG_CATEGORY	J	J	0
84	COG_FUNCTION	COG0683	ABC-type branched-chain amino acid transport system, periplasmic component	2.9e-244
84	COG_CATEGORY	E	E	0
85	COG_FUNCTION	COG0559!!!COG1413	Branched-chain amino acid ABC-type transport system, permease component!!!HEAT repeat	7.6e-271
85	COG_CATEGORY	E!!!R	E!!!R	0
86	COG_FUNCTION	COG4177	ABC-type branched-chain amino acid transport system, permease component	1.7e-197
86	COG_CATEGORY	E	E	0
87	COG_FUNCTION	COG4674	ABC-type uncharacterized transport system, ATPase component	3.2e-148
87	COG_CATEGORY	R	R	0
88	COG_FUNCTION	COG0410	ABC-type branched-chain amino acid transport system, ATPase component	2.2e-126
88	COG_CATEGORY	E	E	0
89	COG_FUNCTION	COG0829	Urease accessory protein UreH	3.2e-162
89	COG_CATEGORY	O	O	0
90	COG_FUNCTION	COG0831	Urease gamma subunit	7.5e-47
90	COG_CATEGORY	E	E	0
91	COG_FUNCTION	COG0832	Urease beta subunit	1.8e-51
91	COG_CATEGORY	E	E	0
92	COG_FUNCTION	COG0804	Urease alpha subunit	0
92	COG_CATEGORY	E	E	0
93	COG_FUNCTION	COG2371	Urease accessory protein UreE	4.7e-52
93	COG_CATEGORY	O	O	0
94	COG_FUNCTION	COG0830	Urease accessory protein UreF	9.1e-104
94	COG_CATEGORY	O	O	0
95	COG_FUNCTION	COG0378	Ni2+-binding GTPase involved in regulation of expression and maturation of urease and hydrogenase	4.9e-112
95	COG_CATEGORY	O	O	0
96	COG_FUNCTION	COG2370	Hydrogenase/urease accessory protein HupE	1.2e-93
96	COG_CATEGORY	O	O	0
97	COG_FUNCTION	COG0551	ssDNA-binding Zn-finger and Zn-ribbon domains of topoisomerase 1	2.3e-75
97	COG_CATEGORY	L	L	0
98	COG_FUNCTION	COG0613!!!COG1196	Predicted metal-dependent phosphoesterase TrpH, contains PHP domain!!!Chromosome segregation ATPase	2.7e-53
98	COG_CATEGORY	D!!!R	D!!!R	0
100	COG_FUNCTION	COG1078	HD superfamily phosphohydrolase	8.2e-16
100	COG_CATEGORY	R	R	0
102	COG_FUNCTION	COG1396	Transcriptional regulator, contains XRE-family HTH domain	9.9e-10
102	COG_CATEGORY	K	K	0
104	COG_FUNCTION	COG1432	Uncharacterized conserved protein, LabA/DUF88 family	2.3e-68
104	COG_CATEGORY	S	S	0
105	COG_FUNCTION	COG2226	Ubiquinone/menaquinone biosynthesis C-methylase UbiE	1.3e-85
105	COG_CATEGORY	H	H	0
106	COG_FUNCTION	COG1943	REP element-mobilizing transposase RayT	1.5e-66
106	COG_CATEGORY	X	X	0
108	COG_FUNCTION	COG2010	Cytochrome c, mono- and diheme variants	3.3e-65
108	COG_CATEGORY	C	C	0
109	COG_FUNCTION	COG0526	Thiol-disulfide isomerase or thioredoxin	3.6e-31
109	COG_CATEGORY	O	O	0
111	COG_FUNCTION	COG3264	Small-conductance mechanosensitive channel	6.9e-126
111	COG_CATEGORY	M	M	0
112	COG_FUNCTION	COG3005	Tetraheme cytochrome c subunit of nitrate or TMAO reductase	2.3e-07
112	COG_CATEGORY	C	C	0
113	COG_FUNCTION	COG3613	Nucleoside 2-deoxyribosyltransferase	3.8e-81
113	COG_CATEGORY	F	F	0
114	COG_FUNCTION	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	7.4e-128
114	COG_CATEGORY	I!!!R!!!Q	I!!!R!!!Q	0
115	COG_FUNCTION	COG0693	Putative intracellular protease/amidase	2.7e-106
115	COG_CATEGORY	R	R	0
116	COG_FUNCTION	COG4321	Predicted DNA-binding protein, contains Ribbon-helix-helix (RHH) domain	1.4e-66
116	COG_CATEGORY	R	R	0
117	COG_FUNCTION	COG2126	Ribosomal protein L37E	3.9e-48
117	COG_CATEGORY	J	J	0
118	COG_FUNCTION	COG1942	Phenylpyruvate tautomerase PptA, 4-oxalocrotonate tautomerase family	6.3e-19
118	COG_CATEGORY	Q	Q	0
119	COG_FUNCTION	COG0457!!!COG3710!!!COG5616	Tetratricopeptide (TPR) repeat!!!DNA-binding winged helix-turn-helix (wHTH) domain!!!TolB amino-terminal domain (function unknown)	4.9e-60
119	COG_CATEGORY	K!!!R	K!!!R	0
120	COG_FUNCTION	COG1061	Superfamily II DNA or RNA helicase	0
120	COG_CATEGORY	K!!!L	K!!!L	0
121	COG_FUNCTION	COG1304	FMN-dependent dehydrogenase, includes L-lactate dehydrogenase and type II isopentenyl diphosphate isomerase	1.4e-186
121	COG_CATEGORY	I!!!C!!!R	I!!!C!!!R	0
122	COG_FUNCTION	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase 2	1.5e-81
122	COG_CATEGORY	O	O	0
123	COG_FUNCTION	COG4097	Predicted ferric reductase	2e-88
123	COG_CATEGORY	P	P	0
128	COG_FUNCTION	COG4122	Predicted O-methyltransferase YrrM	4.8e-61
128	COG_CATEGORY	R	R	0
129	COG_FUNCTION	COG0350!!!COG2169	O6-methylguanine-DNA--protein-cysteine methyltransferase!!!Methylphosphotriester-DNA--protein-cysteine methyltransferase (N-terminal fragment of Ada), contains Zn-binding and two AraC-type DNA-binding domains	2.9e-97
129	COG_CATEGORY	L	L	0
132	COG_FUNCTION	COG1278	Cold shock protein, CspA family	1.8e-31
132	COG_CATEGORY	K	K	0
135	COG_FUNCTION	COG0840	Methyl-accepting chemotaxis protein	7.6e-88
135	COG_CATEGORY	N!!!T	N!!!T	0
136	COG_FUNCTION	COG0625	Glutathione S-transferase	6.6e-120
136	COG_CATEGORY	O	O	0
137	COG_FUNCTION	COG1752	Predicted acylesterase/phospholipase RssA, containd patatin domain	9.7e-143
137	COG_CATEGORY	R	R	0
138	COG_FUNCTION	COG1610	Uncharacterized conserved protein YqeY	1.6e-69
138	COG_CATEGORY	S	S	0
139	COG_FUNCTION	COG0702	Uncharacterized conserved protein YbjT, contains NAD(P)-binding and DUF2867 domains	7.9e-62
139	COG_CATEGORY	R	R	0
140	COG_FUNCTION	COG2304	Secreted protein containing bacterial Ig-like domain and vWFA domain	4.9e-65
140	COG_CATEGORY	R	R	0
141	COG_FUNCTION	COG2214	Curved DNA-binding protein CbpA, contains a DnaJ-like domain	2.6e-101
141	COG_CATEGORY	K	K	0
142	COG_FUNCTION	COG2234	Zn-dependent amino- or carboxypeptidase, M28 family	1.6e-137
142	COG_CATEGORY	O	O	0
145	COG_FUNCTION	COG3236	Predicted NAD-dependent protein-ADP-ribosyltransferase YbiA, DUF1768 family	7.7e-70
145	COG_CATEGORY	O	O	0
147	COG_FUNCTION	COG1462	Curli biogenesis system outer membrane secretion channel CsgG	1.2e-109
147	COG_CATEGORY	M	M	0
149	COG_FUNCTION	COG4259	Uncharacterized protein	6.7e-07
149	COG_CATEGORY	S	S	0
150	COG_FUNCTION	COG4380	Uncharacterized protein	4.5e-68
150	COG_CATEGORY	S	S	0
151	COG_FUNCTION	COG0654	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases	3.7e-264
151	COG_CATEGORY	H!!!C	H!!!C	0
152	COG_FUNCTION	COG3384	Aromatic ring-opening dioxygenase, catalytic subunit, LigB family	3.8e-150
152	COG_CATEGORY	Q	Q	0
153	COG_FUNCTION	COG2814	Predicted arabinose efflux permease, MFS family	5.6e-61
153	COG_CATEGORY	G	G	0
154	COG_FUNCTION	COG1846	DNA-binding transcriptional regulator, MarR family	6.2e-31
154	COG_CATEGORY	K	K	0
155	COG_FUNCTION	COG0662!!!COG2207	Mannose-6-phosphate isomerase, cupin superfamily!!!AraC-type DNA-binding domain and AraC-containing proteins	1.3e-13
155	COG_CATEGORY	G!!!K	G!!!K	0
156	COG_FUNCTION	COG0662!!!COG2207	Mannose-6-phosphate isomerase, cupin superfamily!!!AraC-type DNA-binding domain and AraC-containing proteins	2e-48
156	COG_CATEGORY	G!!!K	G!!!K	0
157	COG_FUNCTION	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	1.6e-185
157	COG_CATEGORY	C	C	0
158	COG_FUNCTION	COG0179	2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)	1.8e-92
158	COG_CATEGORY	Q	Q	0
159	COG_FUNCTION	COG0179	2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)	1.6e-36
159	COG_CATEGORY	Q	Q	0
160	COG_FUNCTION	COG3836	2-keto-3-deoxy-L-rhamnonate aldolase RhmA	1.2e-86
160	COG_CATEGORY	G	G	0
161	COG_FUNCTION	COG3971	2-keto-4-pentenoate hydratase	4e-95
161	COG_CATEGORY	Q	Q	0
163	COG_FUNCTION	COG3232	5-carboxymethyl-2-hydroxymuconate isomerase	1.8e-53
163	COG_CATEGORY	E	E	0
164	COG_FUNCTION	COG1638	TRAP-type C4-dicarboxylate transport system, periplasmic component	1.4e-97
164	COG_CATEGORY	G	G	0
165	COG_FUNCTION	COG3090	TRAP-type C4-dicarboxylate transport system, small permease component	1.2e-55
165	COG_CATEGORY	G	G	0
166	COG_FUNCTION	COG1593	TRAP-type C4-dicarboxylate transport system, large permease component	2.8e-186
166	COG_CATEGORY	G	G	0
167	COG_FUNCTION	COG0589	Nucleotide-binding universal stress protein,  UspA family	6.2e-14
167	COG_CATEGORY	T	T	0
168	COG_FUNCTION	COG0697	Permease of the drug/metabolite transporter (DMT) superfamily	1.2e-117
168	COG_CATEGORY	G!!!E!!!R	G!!!E!!!R	0
169	COG_FUNCTION	COG0583	DNA-binding transcriptional regulator, LysR family	5.2e-144
169	COG_CATEGORY	K	K	0
170	COG_FUNCTION	COG0778	Nitroreductase	9.2e-82
170	COG_CATEGORY	C	C	0
171	COG_FUNCTION	COG0589	Nucleotide-binding universal stress protein,  UspA family	2.4e-33
171	COG_CATEGORY	T	T	0
172	COG_FUNCTION	COG3473	Maleate cis-trans isomerase	6.1e-66
172	COG_CATEGORY	Q	Q	0
174	COG_FUNCTION	COG3243	Poly(3-hydroxyalkanoate) synthetase	0
174	COG_CATEGORY	I	I	0
175	COG_FUNCTION	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	5.3e-126
175	COG_CATEGORY	I!!!R!!!Q	I!!!R!!!Q	0
176	COG_FUNCTION	COG4553	Poly-beta-hydroxyalkanoate depolymerase	2.4e-216
176	COG_CATEGORY	I	I	0
177	COG_FUNCTION	COG1216!!!COG3210!!!COG4995	Glycosyltransferase, GT2 family!!!Large exoprotein involved in heme utilization or adhesion!!!Uncharacterized conserved protein, contains CHAT domain	2e-11
177	COG_CATEGORY	G!!!S!!!U	G!!!S!!!U	0
180	COG_FUNCTION	COG3012	Uncharacterized conserved protein YchJ, contains N- and C-terminal SEC-C domains	1e-44
180	COG_CATEGORY	S	S	0
182	COG_FUNCTION	COG1853	NADH-FMN oxidoreductase RutF, flavin reductase (DIM6/NTAB) family	5.8e-86
182	COG_CATEGORY	C	C	0
184	COG_FUNCTION	COG0583	DNA-binding transcriptional regulator, LysR family	2.1e-134
184	COG_CATEGORY	K	K	0
188	COG_FUNCTION	COG4716	Myosin-crossreactive antigen  (function unknown)	2.4e-237
188	COG_CATEGORY	S	S	0
190	COG_FUNCTION	COG0459	Chaperonin GroEL (HSP60 family)	3.2e-192
190	COG_CATEGORY	O	O	0
191	COG_FUNCTION	COG1453	Predicted oxidoreductase of the aldo/keto reductase family	6.6e-136
191	COG_CATEGORY	R	R	0
192	COG_FUNCTION	COG0664	cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases	4.5e-46
192	COG_CATEGORY	T	T	0
193	COG_FUNCTION	COG0543	NAD(P)H-flavin reductase	4.1e-95
193	COG_CATEGORY	H!!!C	H!!!C	0
194	COG_FUNCTION	COG1941	Coenzyme F420-reducing hydrogenase, gamma subunit	4.3e-110
194	COG_CATEGORY	C	C	0
195	COG_FUNCTION	COG3259	Coenzyme F420-reducing hydrogenase, alpha subunit	4.3e-176
195	COG_CATEGORY	C	C	0
196	COG_FUNCTION	COG0680	Ni,Fe-hydrogenase maturation factor	1.1e-26
196	COG_CATEGORY	C	C	0
198	COG_FUNCTION	COG0068	Hydrogenase maturation factor HypF (carbamoyltransferase)	7.6e-179
198	COG_CATEGORY	O	O	0
199	COG_FUNCTION	COG0298	Hydrogenase maturation factor	8.2e-22
199	COG_CATEGORY	O	O	0
200	COG_FUNCTION	COG0409	Hydrogenase maturation factor	3.2e-143
200	COG_CATEGORY	O	O	0
201	COG_FUNCTION	COG0309	Hydrogenase maturation factor	1e-106
201	COG_CATEGORY	O	O	0
202	COG_FUNCTION	COG2423	Ornithine cyclodeaminase/archaeal alanine dehydrogenase, mu-crystallin family	2.9e-135
202	COG_CATEGORY	E	E	0
203	COG_FUNCTION	COG3616	D-serine deaminase, pyridoxal phosphate-dependent	1.3e-190
203	COG_CATEGORY	E	E	0
204	COG_FUNCTION	COG1171	Threonine dehydratase	2.3e-150
204	COG_CATEGORY	E	E	0
205	COG_FUNCTION	COG0075	Archaeal aspartate aminotransferase or a related aminotransferase, includes purine catabolism protein PucG	4.5e-188
205	COG_CATEGORY	E!!!F	E!!!F	0
206	COG_FUNCTION	COG1414	DNA-binding transcriptional regulator, IclR family	8.2e-90
206	COG_CATEGORY	K	K	0
209	COG_FUNCTION	COG0778	Nitroreductase	1.5e-91
209	COG_CATEGORY	C	C	0
211	COG_FUNCTION	COG1262!!!COG4976	Formylglycine-generating enzyme, required for sulfatase activity, contains SUMF1/FGE domain!!!Predicted methyltransferase, contains TPR repeat	1.2e-141
211	COG_CATEGORY	R!!!O	R!!!O	0
212	COG_FUNCTION	COG1262!!!COG4976	Formylglycine-generating enzyme, required for sulfatase activity, contains SUMF1/FGE domain!!!Predicted methyltransferase, contains TPR repeat	3.3e-51
212	COG_CATEGORY	R!!!O	R!!!O	0
213	COG_FUNCTION	COG2814	Predicted arabinose efflux permease, MFS family	1.3e-182
213	COG_CATEGORY	G	G	0
214	COG_FUNCTION	COG4307	Uncharacterized protein	3.4e-173
214	COG_CATEGORY	S	S	0
215	COG_FUNCTION	COG0260	Leucyl aminopeptidase	2.7e-97
215	COG_CATEGORY	E	E	0
216	COG_FUNCTION	COG1024	Enoyl-CoA hydratase/carnithine racemase	9.1e-104
216	COG_CATEGORY	I	I	0
217	COG_FUNCTION	COG1704	Uncharacterized conserved protein	4.2e-304
217	COG_CATEGORY	S	S	0
218	COG_FUNCTION	COG2008	Threonine aldolase	1.2e-184
218	COG_CATEGORY	E	E	0
219	COG_FUNCTION	COG5588	Uncharacterized protein	3.9e-61
219	COG_CATEGORY	S	S	0
220	COG_FUNCTION	COG5486	Predicted metal-binding membrane protein	6e-56
220	COG_CATEGORY	S	S	0
221	COG_FUNCTION	COG0231	Translation elongation factor P (EF-P)/translation initiation factor 5A (eIF-5A)	2.6e-93
221	COG_CATEGORY	J	J	0
222	COG_FUNCTION	COG2814	Predicted arabinose efflux permease, MFS family	4e-160
222	COG_CATEGORY	G	G	0
224	COG_FUNCTION	COG0039	Malate/lactate dehydrogenase	1.9e-154
224	COG_CATEGORY	C	C	0
225	COG_FUNCTION	COG1607	Acyl-CoA hydrolase	4.8e-75
225	COG_CATEGORY	I	I	0
227	COG_FUNCTION	COG1522	DNA-binding transcriptional regulator, Lrp family	2.3e-71
227	COG_CATEGORY	K	K	0
228	COG_FUNCTION	COG2902	NAD-specific glutamate dehydrogenase	0
228	COG_CATEGORY	E	E	0
229	COG_FUNCTION	COG0506!!!COG4230	Proline dehydrogenase!!!Delta 1-pyrroline-5-carboxylate dehydrogenase	0
229	COG_CATEGORY	E	E	0
230	COG_FUNCTION	COG1984	Allophanate hydrolase subunit 2	2e-138
230	COG_CATEGORY	E	E	0
231	COG_FUNCTION	COG2049	Allophanate hydrolase subunit 1	1.4e-96
231	COG_CATEGORY	E	E	0
232	COG_FUNCTION	COG1540	Lactam utilization protein B (function unknown)	3.3e-128
232	COG_CATEGORY	R	R	0
233	COG_FUNCTION	COG1593	TRAP-type C4-dicarboxylate transport system, large permease component	1.8e-214
233	COG_CATEGORY	G	G	0
234	COG_FUNCTION	COG3090	TRAP-type C4-dicarboxylate transport system, small permease component	2.8e-73
234	COG_CATEGORY	G	G	0
235	COG_FUNCTION	COG1638	TRAP-type C4-dicarboxylate transport system, periplasmic component	4.7e-167
235	COG_CATEGORY	G	G	0
236	COG_FUNCTION	COG4336	Uncharacterized protein YcsI, UPF0317 family	3.6e-128
236	COG_CATEGORY	S	S	0
237	COG_FUNCTION	COG0583	DNA-binding transcriptional regulator, LysR family	3.6e-140
237	COG_CATEGORY	K	K	0
238	COG_FUNCTION	COG4341	Predicted HD phosphohydrolase	1.4e-100
238	COG_CATEGORY	R	R	0
239	COG_FUNCTION	COG0664	cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases	2.7e-37
239	COG_CATEGORY	T	T	0
240	COG_FUNCTION	COG1280	Threonine/homoserine/homoserine lactone efflux protein	1.2e-62
240	COG_CATEGORY	E	E	0
241	COG_FUNCTION	COG2936	Predicted acyl esterase	8.9e-277
241	COG_CATEGORY	R	R	0
242	COG_FUNCTION	COG4770	Acetyl/propionyl-CoA carboxylase, alpha subunit	3.1e-134
242	COG_CATEGORY	I	I	0
243	COG_FUNCTION	COG0741	Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM/invasin domains)	3.1e-99
243	COG_CATEGORY	M	M	0
244	COG_FUNCTION	COG0703	Shikimate kinase	3.7e-73
244	COG_CATEGORY	E	E	0
245	COG_FUNCTION	COG1292	Choline-glycine betaine transporter	5e-227
245	COG_CATEGORY	M	M	0
247	COG_FUNCTION	COG2761	Predicted dithiol-disulfide isomerase, DsbA family	2e-81
247	COG_CATEGORY	O	O	0
248	COG_FUNCTION	COG1301	Na+/H+-dicarboxylate symporter	1.6e-189
248	COG_CATEGORY	C	C	0
249	COG_FUNCTION	COG1187	16S rRNA U516 pseudouridylate synthase RsuA and related 23S rRNA U2605, pseudouridylate synthases	9.4e-93
249	COG_CATEGORY	J	J	0
251	COG_FUNCTION	COG0398	Uncharacterized membrane protein YdjX, TVP38/TMEM64 family, SNARE-associated domain	1.6e-111
251	COG_CATEGORY	S	S	0
