gene_callers_id	source	accession	function	e_value
25	COG_FUNCTION	COG2766	Predicted Ser/Thr protein kinase	0
25	COG_CATEGORY	T	T	0
26	COG_FUNCTION	COG2718	Uncharacterized conserved protein YeaH/YhbH, required for sporulation, DUF444 family	2.5e-208
26	COG_CATEGORY	R	R	0
27	COG_FUNCTION	COG2719	Stage V sporulation protein SpoVR/YcgB, involved in spore cortex formation (function unknown)	1.8e-277
27	COG_CATEGORY	D	D	0
28	COG_FUNCTION	COG1020	Non-ribosomal peptide synthetase component F	2.4e-239
28	COG_CATEGORY	Q	Q	0
29	COG_FUNCTION	COG1959	DNA-binding transcriptional regulator, IscR family	2.4e-62
29	COG_CATEGORY	K	K	0
30	COG_FUNCTION	COG2832	Uncharacterized membrane protein YbaN, DUF454 family	8.9e-42
30	COG_CATEGORY	S	S	0
31	COG_FUNCTION	COG2896	Molybdenum cofactor biosynthesis enzyme MoaA	2.6e-168
31	COG_CATEGORY	H	H	0
32	COG_FUNCTION	COG4314	Nitrous oxide reductase accessory protein NosL	1.6e-39
32	COG_CATEGORY	P	P	0
33	COG_FUNCTION	COG1277	ABC-type transport system involved in multi-copper enzyme maturation, permease component	2.1e-86
33	COG_CATEGORY	O	O	0
34	COG_FUNCTION	COG1131	ABC-type multidrug transport system, ATPase component	1.5e-82
34	COG_CATEGORY	V	V	0
35	COG_FUNCTION	COG3420	Nitrous oxidase accessory protein NosD, contains tandem CASH domains	7.4e-88
35	COG_CATEGORY	P	P	0
36	COG_FUNCTION	COG4263	Nitrous oxide reductase	5.6e-297
36	COG_CATEGORY	P	P	0
37	COG_FUNCTION	COG0348!!!COG3901	Polyferredoxin!!!Regulator of nitric oxide reductase transcription	1.1e-245
37	COG_CATEGORY	K!!!C	K!!!C	0
39	COG_FUNCTION	COG0664	cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases	1e-31
39	COG_CATEGORY	T	T	0
40	COG_FUNCTION	COG0760	Parvulin-like peptidyl-prolyl isomerase	1.3e-58
40	COG_CATEGORY	O	O	0
41	COG_FUNCTION	COG2181	Nitrate reductase gamma subunit	4.1e-85
41	COG_CATEGORY	C!!!P	C!!!P	0
42	COG_FUNCTION	COG2180	Nitrate reductase assembly protein NarJ, required for insertion of molybdenum cofactor	6.4e-55
42	COG_CATEGORY	C!!!O!!!P	C!!!O!!!P	0
43	COG_FUNCTION	COG1140	Nitrate reductase beta subunit	1e-259
43	COG_CATEGORY	C!!!P	C!!!P	0
44	COG_FUNCTION	COG5013	Nitrate reductase alpha subunit	0
44	COG_CATEGORY	C!!!P	C!!!P	0
45	COG_FUNCTION	COG2223!!!COG2223	Nitrate/nitrite transporter NarK!!!Nitrate/nitrite transporter NarK	1e-44
45	COG_CATEGORY	P	P	0
46	COG_FUNCTION	COG3850	Signal transduction histidine kinase, nitrate/nitrite-specific	8.6e-133
46	COG_CATEGORY	T	T	0
47	COG_FUNCTION	COG2197	DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains	5.8e-76
47	COG_CATEGORY	T!!!K	T!!!K	0
48	COG_FUNCTION	COG3154	Predicted lipid carrier protein YhbT, SCP2 domain	9.8e-28
48	COG_CATEGORY	I	I	0
50	COG_FUNCTION	COG2258	Uncharacterized conserved protein YiiM, contains MOSC domain	8.9e-83
50	COG_CATEGORY	S	S	0
51	COG_FUNCTION	COG0826	Collagenase-like protease, PrtC family	6.8e-96
51	COG_CATEGORY	O	O	0
52	COG_FUNCTION	COG0826	Collagenase-like protease, PrtC family	1.2e-144
52	COG_CATEGORY	O	O	0
53	COG_FUNCTION	COG0840	Methyl-accepting chemotaxis protein	4.8e-44
53	COG_CATEGORY	T!!!N	T!!!N	0
55	COG_FUNCTION	COG0591	Na+/proline symporter	1.5e-229
55	COG_CATEGORY	E	E	0
56	COG_FUNCTION	COG0635	Coproporphyrinogen III oxidase or related Fe-S oxidoreductase	5.7e-246
56	COG_CATEGORY	H	H	0
57	COG_FUNCTION	COG0546!!!COG0546	Phosphoglycolate phosphatase, HAD superfamily!!!Phosphoglycolate phosphatase, HAD superfamily	1.6e-287
57	COG_CATEGORY	C	C	0
58	COG_FUNCTION	COG1230	Co/Zn/Cd efflux system component	6.5e-118
58	COG_CATEGORY	P	P	0
59	COG_FUNCTION	COG0589	Nucleotide-binding universal stress protein,  UspA family	1.4e-07
59	COG_CATEGORY	T	T	0
60	COG_FUNCTION	COG1292	Choline-glycine betaine transporter	2.6e-138
60	COG_CATEGORY	M	M	0
61	COG_FUNCTION	COG0679	Predicted permease	1.5e-130
61	COG_CATEGORY	R	R	0
62	COG_FUNCTION	COG2010	Cytochrome c, mono- and diheme variants	2.6e-59
62	COG_CATEGORY	C	C	0
63	COG_FUNCTION	COG3256	Nitric oxide reductase large subunit	6.8e-215
63	COG_CATEGORY	P	P	0
64	COG_FUNCTION	COG0348	Polyferredoxin	1.9e-67
64	COG_CATEGORY	C	C	0
65	COG_FUNCTION	COG4548	Nitric oxide reductase activation protein	5.1e-154
65	COG_CATEGORY	P	P	0
66	COG_FUNCTION	COG1845	Heme/copper-type cytochrome/quinol oxidase, subunit 3	5.6e-38
66	COG_CATEGORY	C	C	0
69	COG_FUNCTION	COG0714	MoxR-like ATPase	6e-104
69	COG_CATEGORY	R	R	0
70	COG_FUNCTION	COG3391	DNA-binding beta-propeller fold protein YncE	6.8e-142
70	COG_CATEGORY	R	R	0
71	COG_FUNCTION	COG2010	Cytochrome c, mono- and diheme variants	2.8e-19
71	COG_CATEGORY	C	C	0
72	COG_FUNCTION	COG2010	Cytochrome c, mono- and diheme variants	9.1e-254
72	COG_CATEGORY	C	C	0
73	COG_FUNCTION	COG1522	DNA-binding transcriptional regulator, Lrp family	1.2e-32
73	COG_CATEGORY	K	K	0
74	COG_FUNCTION	COG1522!!!COG1522	DNA-binding transcriptional regulator, Lrp family!!!DNA-binding transcriptional regulator, Lrp family	2.5e-44
74	COG_CATEGORY	K	K	0
75	COG_FUNCTION	COG1522	DNA-binding transcriptional regulator, Lrp family	6.9e-42
75	COG_CATEGORY	K	K	0
76	COG_FUNCTION	COG1522	DNA-binding transcriptional regulator, Lrp family	1.3e-49
76	COG_CATEGORY	K	K	0
77	COG_FUNCTION	COG0535	Radical SAM superfamily enzyme, MoaA/NifB/PqqE/SkfB family	1.1e-154
77	COG_CATEGORY	R	R	0
78	COG_FUNCTION	COG0007!!!COG1648	Uroporphyrinogen-III methylase (siroheme synthase)!!!Siroheme synthase (precorrin-2 oxidase/ferrochelatase domain)	3.4e-76
78	COG_CATEGORY	H	H	0
79	COG_FUNCTION	COG2010!!!COG3391!!!COG3391	Cytochrome c, mono- and diheme variants!!!DNA-binding beta-propeller fold protein YncE!!!DNA-binding beta-propeller fold protein YncE	1.4e-181
79	COG_CATEGORY	C!!!R	C!!!R	0
80	COG_FUNCTION	COG0840	Methyl-accepting chemotaxis protein	1.5e-186
80	COG_CATEGORY	T!!!N	T!!!N	0
81	COG_FUNCTION	COG0664	cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases	6.8e-99
81	COG_CATEGORY	T	T	0
82	COG_FUNCTION	COG0824	Acyl-CoA thioesterase FadM	4.8e-30
82	COG_CATEGORY	I	I	0
84	COG_FUNCTION	COG3213	Uncharacterized protein involved in response to NO	4e-56
84	COG_CATEGORY	V	V	0
85	COG_FUNCTION	COG2223	Nitrate/nitrite transporter NarK	8.1e-249
85	COG_CATEGORY	P	P	0
86	COG_FUNCTION	COG2223!!!COG2223	Nitrate/nitrite transporter NarK!!!Nitrate/nitrite transporter NarK	9.4e-166
86	COG_CATEGORY	P	P	0
87	COG_FUNCTION	COG3094	Uncharacterized membrane protein SirB2	2.1e-38
87	COG_CATEGORY	S	S	0
88	COG_FUNCTION	COG3213	Uncharacterized protein involved in response to NO	5.5e-186
88	COG_CATEGORY	V	V	0
89	COG_FUNCTION	COG0764	3-hydroxymyristoyl/3-hydroxydecanoyl-(acyl carrier protein) dehydratase	7.6e-92
89	COG_CATEGORY	I	I	0
90	COG_FUNCTION	COG0304	3-oxoacyl-(acyl-carrier-protein) synthase	3.4e-199
90	COG_CATEGORY	Q!!!I	Q!!!I	0
91	COG_FUNCTION	COG2207	AraC-type DNA-binding domain and AraC-containing proteins	1.7e-50
91	COG_CATEGORY	K	K	0
92	COG_FUNCTION	COG0826	Collagenase-like protease, PrtC family	2.1e-226
92	COG_CATEGORY	O	O	0
93	COG_FUNCTION	COG0719	Fe-S cluster assembly scaffold protein SufB	1.8e-263
93	COG_CATEGORY	O	O	0
94	COG_FUNCTION	COG0396	Fe-S cluster assembly ATPase SufC	1.4e-121
94	COG_CATEGORY	O	O	0
95	COG_FUNCTION	COG0719	Fe-S cluster assembly scaffold protein SufB	1.3e-199
95	COG_CATEGORY	O	O	0
96	COG_FUNCTION	COG0520	Selenocysteine lyase/Cysteine desulfurase	6.2e-212
96	COG_CATEGORY	E	E	0
97	COG_FUNCTION	COG0316	Fe-S cluster assembly iron-binding protein IscA	1.1e-54
97	COG_CATEGORY	O	O	0
98	COG_FUNCTION	COG2151	Metal-sulfur cluster biosynthetic enzyme	2.1e-92
98	COG_CATEGORY	O	O	0
99	COG_FUNCTION	COG2166	Sulfur transfer protein SufE, Fe-S center assembly	1.9e-73
99	COG_CATEGORY	O	O	0
101	COG_FUNCTION	COG3018	Uncharacterized protein	1.9e-64
101	COG_CATEGORY	S	S	0
103	COG_FUNCTION	COG0617	tRNA nucleotidyltransferase/poly(A) polymerase	9.7e-140
103	COG_CATEGORY	J	J	0
104	COG_FUNCTION	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	5.3e-102
104	COG_CATEGORY	Q!!!R!!!I	Q!!!R!!!I	0
105	COG_FUNCTION	COG0183	Acetyl-CoA acetyltransferase	2.5e-202
105	COG_CATEGORY	I	I	0
106	COG_FUNCTION	COG0219	tRNA(Leu) C34 or U34 (ribose-2'-O)-methylase TrmL, contains SPOUT domain	4.4e-57
106	COG_CATEGORY	J	J	0
107	COG_FUNCTION	COG4559	ABC-type hemin transport system, ATPase component	2.5e-79
107	COG_CATEGORY	P	P	0
108	COG_FUNCTION	COG0609	ABC-type Fe3+-siderophore transport system, permease component	2.4e-137
108	COG_CATEGORY	P	P	0
109	COG_FUNCTION	COG4558	ABC-type hemin transport system, periplasmic component	2.4e-74
109	COG_CATEGORY	P	P	0
110	COG_FUNCTION	COG3720	Putative heme degradation protein	2.2e-96
110	COG_CATEGORY	P	P	0
112	COG_FUNCTION	COG4771	Outer membrane receptor for ferrienterochelin and colicins	1.2e-204
112	COG_CATEGORY	P	P	0
113	COG_FUNCTION	COG1952	Preprotein translocase subunit SecB	2.5e-79
113	COG_CATEGORY	U	U	0
114	COG_FUNCTION	COG0607	Rhodanese-related sulfurtransferase	5.8e-61
114	COG_CATEGORY	P	P	0
115	COG_FUNCTION	COG0696	Phosphoglycerate mutase (BPG-independent, AlkP superfamily)	1.9e-263
115	COG_CATEGORY	G	G	0
116	COG_FUNCTION	COG4942	Septal ring factor EnvC, activator of murein hydrolases AmiA and AmiB	3.1e-88
116	COG_CATEGORY	D	D	0
117	COG_FUNCTION	COG0793	C-terminal processing protease CtpA/Prc, contains a PDZ domain	1.1e-196
117	COG_CATEGORY	O	O	0
118	COG_FUNCTION	COG2861	Uncharacterized conserved protein YibQ, putative polysaccharide deacetylase 2 family	7.6e-118
118	COG_CATEGORY	G	G	0
119	COG_FUNCTION	COG0107	Imidazole glycerol phosphate synthase subunit HisF	3e-132
119	COG_CATEGORY	E	E	0
120	COG_FUNCTION	COG0106	Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase	4.6e-130
120	COG_CATEGORY	E	E	0
121	COG_FUNCTION	COG0118	Imidazoleglycerol phosphate synthase glutamine amidotransferase subunit HisH	2.6e-105
121	COG_CATEGORY	E	E	0
122	COG_FUNCTION	COG0131	Imidazoleglycerol phosphate dehydratase HisB	2.3e-100
122	COG_CATEGORY	E	E	0
123	COG_FUNCTION	COG2867	Ribosome association toxin PasT (RatA) of the RatAB toxin-antitoxin module	2.2e-69
123	COG_CATEGORY	J	J	0
124	COG_FUNCTION	COG2982	Uncharacterized protein involved in outer membrane biogenesis	1.6e-279
124	COG_CATEGORY	M	M	0
125	COG_FUNCTION	COG1194	Adenine-specific DNA glycosylase, acts on AG and A-oxoG pairs	2.8e-173
125	COG_CATEGORY	L	L	0
126	COG_FUNCTION	COG2924	Fe-S cluster biosynthesis and repair protein YggX	9.8e-46
126	COG_CATEGORY	O!!!P	O!!!P	0
134	COG_FUNCTION	COG0286	Type I restriction-modification system, DNA methylase subunit	1.5e-275
134	COG_CATEGORY	V	V	0
135	COG_FUNCTION	COG0732!!!COG0732	Restriction endonuclease S subunit!!!Restriction endonuclease S subunit	5.8e-64
135	COG_CATEGORY	V	V	0
137	COG_FUNCTION	COG1396!!!COG2856	Transcriptional regulator, contains XRE-family HTH domain!!!Zn-dependent peptidase ImmA, M78 family	5.1e-61
137	COG_CATEGORY	K!!!E	K!!!E	0
138	COG_FUNCTION	COG2405	Predicted nucleic acid-binding protein, contains PIN domain	2.1e-15
138	COG_CATEGORY	R	R	0
139	COG_FUNCTION	COG0610	Type I site-specific restriction-modification system, R (restriction) subunit and related helicases ...	0
139	COG_CATEGORY	V	V	0
140	COG_FUNCTION	COG1451	Predicted metal-dependent hydrolase	1.4e-75
140	COG_CATEGORY	R	R	0
143	COG_FUNCTION	COG3311	Predicted DNA-binding transcriptional regulator AlpA	5.5e-10
143	COG_CATEGORY	K!!!X	K!!!X	0
145	COG_FUNCTION	COG0582	Integrase	2.8e-40
145	COG_CATEGORY	L!!!X	L!!!X	0
146	COG_FUNCTION	COG0582	Integrase	4.4e-78
146	COG_CATEGORY	L!!!X	L!!!X	0
148	COG_FUNCTION	COG0814	Amino acid permease	5.5e-160
148	COG_CATEGORY	E	E	0
149	COG_FUNCTION	COG0589	Nucleotide-binding universal stress protein,  UspA family	8.5e-36
149	COG_CATEGORY	T	T	0
150	COG_FUNCTION	COG0659	Sulfate permease or related transporter, MFS superfamily	8.6e-119
150	COG_CATEGORY	P	P	0
151	COG_FUNCTION	COG0477	MFS family permease	5.3e-131
151	COG_CATEGORY	E!!!G!!!P!!!R	E!!!G!!!P!!!R	0
153	COG_FUNCTION	COG4598	ABC-type histidine transport system, ATPase component	3.5e-133
153	COG_CATEGORY	E	E	0
154	COG_FUNCTION	COG0834	ABC-type amino acid transport/signal transduction system, periplasmic component/domain	2.6e-120
154	COG_CATEGORY	E!!!T	E!!!T	0
155	COG_FUNCTION	COG4215	ABC-type arginine transport system, permease component	1.8e-115
155	COG_CATEGORY	E	E	0
156	COG_FUNCTION	COG4160	ABC-type arginine/histidine transport system, permease component	1.8e-118
156	COG_CATEGORY	E	E	0
157	COG_FUNCTION	COG2988	Succinylglutamate desuccinylase	4.8e-141
157	COG_CATEGORY	E	E	0
158	COG_FUNCTION	COG0841	Multidrug efflux pump subunit AcrB	0
158	COG_CATEGORY	V	V	0
159	COG_FUNCTION	COG0845	Multidrug efflux pump subunit AcrA (membrane-fusion protein)	4e-143
159	COG_CATEGORY	M!!!V	M!!!V	0
160	COG_FUNCTION	COG3724	Succinylarginine dihydrolase	1.1e-222
160	COG_CATEGORY	E	E	0
161	COG_FUNCTION	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	1.7e-237
161	COG_CATEGORY	C	C	0
162	COG_FUNCTION	COG3138	Arginine/ornithine N-succinyltransferase beta subunit	2e-158
162	COG_CATEGORY	E	E	0
163	COG_FUNCTION	COG4992	Acetylornithine/succinyldiaminopimelate/putrescine aminotransferase	2.1e-209
163	COG_CATEGORY	E	E	0
164	COG_FUNCTION	COG2911	Autotransporter translocation and assembly factor TamB	3.7e-30
164	COG_CATEGORY	U	U	0
165	COG_FUNCTION	COG2014	Uncharacterized conserved protein, contains DUF4213 and DUF364 domains	3.2e-21
165	COG_CATEGORY	S	S	0
166	COG_FUNCTION	COG0508!!!COG0508	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component!!!Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component	2.5e-208
166	COG_CATEGORY	C	C	0
167	COG_FUNCTION	COG2609	Pyruvate dehydrogenase complex, dehydrogenase (E1) component	0
167	COG_CATEGORY	C	C	0
168	COG_FUNCTION	COG1509	L-lysine 2,3-aminomutase (EF-P beta-lysylation pathway)	3.2e-262
168	COG_CATEGORY	E	E	0
169	COG_FUNCTION	COG3118	Negative regulator of GroEL, contains thioredoxin-like and TPR-like domains	2.9e-144
169	COG_CATEGORY	O	O	0
171	COG_FUNCTION	COG0466	ATP-dependent Lon protease, bacterial type	0
171	COG_CATEGORY	O	O	0
172	COG_FUNCTION	COG1846	DNA-binding transcriptional regulator, MarR family	9.7e-76
172	COG_CATEGORY	K	K	0
173	COG_FUNCTION	COG0683	ABC-type branched-chain amino acid transport system, periplasmic component	2.2e-184
173	COG_CATEGORY	E	E	0
174	COG_FUNCTION	COG0559	Branched-chain amino acid ABC-type transport system, permease component	5.7e-154
174	COG_CATEGORY	E	E	0
175	COG_FUNCTION	COG4177	ABC-type branched-chain amino acid transport system, permease component	4.1e-195
175	COG_CATEGORY	E	E	0
176	COG_FUNCTION	COG0411	ABC-type branched-chain amino acid transport system, ATPase component	7.7e-125
176	COG_CATEGORY	E	E	0
177	COG_FUNCTION	COG0410	ABC-type branched-chain amino acid transport system, ATPase component	5e-118
177	COG_CATEGORY	E	E	0
180	COG_FUNCTION	COG1073	Fermentation-respiration switch protein FrsA, has esterase activity, DUF1100 family	8.2e-118
180	COG_CATEGORY	T	T	0
181	COG_FUNCTION	COG1185	Polyribonucleotide nucleotidyltransferase (polynucleotide phosphorylase)	0
181	COG_CATEGORY	J	J	0
182	COG_FUNCTION	COG0184	Ribosomal protein S15P/S13E	2.8e-37
182	COG_CATEGORY	J	J	0
183	COG_FUNCTION	COG0130	tRNA U55 pseudouridine synthase TruB, may also work on U342 of tmRNA	2.3e-150
183	COG_CATEGORY	J	J	0
184	COG_FUNCTION	COG0858	Ribosome-binding factor A	5.7e-61
184	COG_CATEGORY	J	J	0
185	COG_FUNCTION	COG0532	Translation initiation factor IF-2, a GTPase	0
185	COG_CATEGORY	J	J	0
186	COG_FUNCTION	COG0195!!!COG2251	Transcription antitermination factor NusA, contains S1 and KH domains!!!Predicted nuclease, RecB family	3.6e-251
186	COG_CATEGORY	K!!!R	K!!!R	0
187	COG_FUNCTION	COG0779	Ribosome maturation factor RimP	4.3e-70
187	COG_CATEGORY	J	J	0
188	COG_FUNCTION	COG1314	Preprotein translocase subunit SecG	2.8e-43
188	COG_CATEGORY	U	U	0
189	COG_FUNCTION	COG0149	Triosephosphate isomerase	5.1e-100
189	COG_CATEGORY	G	G	0
190	COG_FUNCTION	COG1109	Phosphomannomutase	3.2e-214
190	COG_CATEGORY	G	G	0
191	COG_FUNCTION	COG0294	Dihydropteroate synthase	8.3e-120
191	COG_CATEGORY	H	H	0
192	COG_FUNCTION	COG0465	ATP-dependent Zn proteases	0
192	COG_CATEGORY	O	O	0
193	COG_FUNCTION	COG1534	RNA-binding protein YhbY	4.4e-42
193	COG_CATEGORY	J	J	0
194	COG_FUNCTION	COG0782	Transcription elongation factor, GreA/GreB family	1.5e-68
194	COG_CATEGORY	K	K	0
195	COG_FUNCTION	COG0458	Carbamoylphosphate synthase large subunit	0
195	COG_CATEGORY	E!!!F	E!!!F	0
196	COG_FUNCTION	COG0505	Carbamoylphosphate synthase small subunit	2.9e-184
196	COG_CATEGORY	E!!!F	E!!!F	0
197	COG_FUNCTION	COG0289	Dihydrodipicolinate reductase	3.2e-137
197	COG_CATEGORY	E	E	0
198	COG_FUNCTION	COG0484	DnaJ-class molecular chaperone with C-terminal Zn finger domain	1.2e-161
198	COG_CATEGORY	O	O	0
199	COG_FUNCTION	COG0443	Molecular chaperone DnaK (HSP70)	1.3e-306
199	COG_CATEGORY	O	O	0
200	COG_FUNCTION	COG0576	Molecular chaperone GrpE (heat shock protein)	3.3e-62
200	COG_CATEGORY	O	O	0
201	COG_FUNCTION	COG0497	DNA repair ATPase RecN	1.7e-260
201	COG_CATEGORY	L	L	0
202	COG_FUNCTION	COG0735	Fe2+ or Zn2+ uptake regulation protein	4.9e-65
202	COG_CATEGORY	P	P	0
203	COG_FUNCTION	COG2913	Outer membrane protein assembly factor BamE, lipoprotein component of the BamABCDE complex	3.4e-45
203	COG_CATEGORY	M	M	0
204	COG_FUNCTION	COG2914	Putative antitoxin component PasI (RatB) of the RatAB toxin-antitoxin module, ubiquitin-RnfH superfamily	1.1e-36
204	COG_CATEGORY	V	V	0
205	COG_FUNCTION	COG2867	Ribosome association toxin PasT (RatA) of the RatAB toxin-antitoxin module	7.9e-69
205	COG_CATEGORY	J	J	0
206	COG_FUNCTION	COG0733	Na+-dependent transporter, SNF family	2.4e-154
206	COG_CATEGORY	R	R	0
207	COG_FUNCTION	COG0691	tmRNA-binding protein	1.3e-72
207	COG_CATEGORY	O	O	0
208	COG_FUNCTION	COG0286	Type I restriction-modification system, DNA methylase subunit	5.8e-53
208	COG_CATEGORY	V	V	0
209	COG_FUNCTION	COG0286	Type I restriction-modification system, DNA methylase subunit	7e-189
209	COG_CATEGORY	V	V	0
210	COG_FUNCTION	COG0732!!!COG0732	Restriction endonuclease S subunit!!!Restriction endonuclease S subunit	1.6e-110
210	COG_CATEGORY	V	V	0
213	COG_FUNCTION	COG3654!!!COG3943	Prophage maintenance system killer protein!!!Uncharacterized conserved protein	6.7e-148
213	COG_CATEGORY	S!!!X	S!!!X	0
214	COG_FUNCTION	COG0610	Type I site-specific restriction-modification system, R (restriction) subunit and related helicases ...	0
214	COG_CATEGORY	V	V	0
215	COG_FUNCTION	COG0286	Type I restriction-modification system, DNA methylase subunit	2.6e-242
215	COG_CATEGORY	V	V	0
217	COG_FUNCTION	COG2865	Predicted transcriptional regulator, contains HTH domain	4e-160
217	COG_CATEGORY	K	K	0
218	COG_FUNCTION	COG0610	Type I site-specific restriction-modification system, R (restriction) subunit and related helicases ...	0
218	COG_CATEGORY	V	V	0
220	COG_FUNCTION	COG1292	Choline-glycine betaine transporter	1.5e-215
220	COG_CATEGORY	M	M	0
221	COG_FUNCTION	COG0583	DNA-binding transcriptional regulator, LysR family	2.2e-70
221	COG_CATEGORY	K	K	0
222	COG_FUNCTION	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	4.5e-190
222	COG_CATEGORY	C	C	0
223	COG_FUNCTION	COG2355	Zn-dependent dipeptidase, microsomal dipeptidase homolog	2.5e-144
223	COG_CATEGORY	E	E	0
224	COG_FUNCTION	COG1292	Choline-glycine betaine transporter	5.4e-213
224	COG_CATEGORY	M	M	0
226	COG_FUNCTION	COG2055	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family	1.6e-29
226	COG_CATEGORY	C	C	0
227	COG_FUNCTION	COG0784!!!COG0835	CheY chemotaxis protein or a CheY-like REC (receiver) domain!!!Chemotaxis signal transduction protein	4.5e-124
227	COG_CATEGORY	T!!!N	T!!!N	0
229	COG_FUNCTION	COG0026	Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)	6.5e-238
229	COG_CATEGORY	F	F	0
230	COG_FUNCTION	COG0579	L-2-hydroxyglutarate oxidase LhgO	2.8e-259
230	COG_CATEGORY	G	G	0
232	COG_FUNCTION	COG0530	Ca2+/Na+ antiporter	1.3e-143
232	COG_CATEGORY	P	P	0
233	COG_FUNCTION	COG0229	Peptide methionine sulfoxide reductase MsrB	1.4e-70
233	COG_CATEGORY	O	O	0
234	COG_FUNCTION	COG0225	Peptide methionine sulfoxide reductase MsrA	8.8e-101
234	COG_CATEGORY	O	O	0
235	COG_FUNCTION	COG1408	Predicted phosphohydrolase, MPP superfamily	2.9e-156
235	COG_CATEGORY	R	R	0
236	COG_FUNCTION	COG0575	CDP-diglyceride synthetase	8.6e-53
236	COG_CATEGORY	I	I	0
237	COG_FUNCTION	COG0114	Fumarate hydratase class II	4.8e-205
237	COG_CATEGORY	C	C	0
238	COG_FUNCTION	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	3.9e-285
238	COG_CATEGORY	C	C	0
239	COG_FUNCTION	COG1020	Non-ribosomal peptide synthetase component F	2.9e-202
239	COG_CATEGORY	Q	Q	0
240	COG_FUNCTION	COG2267	Lysophospholipase, alpha-beta hydrolase superfamily	4.1e-120
240	COG_CATEGORY	I	I	0
243	COG_FUNCTION	COG2226	Ubiquinone/menaquinone biosynthesis C-methylase UbiE	9.1e-137
