gene_callers_id	source	accession	function	e_value
180	COG_CATEGORY	M	M	0
181	COG_FUNCTION	COG0789	DNA-binding transcriptional regulator, MerR family	1.1e-12
181	COG_CATEGORY	K	K	0
183	COG_FUNCTION	COG1533	DNA repair photolyase	5.2e-159
183	COG_CATEGORY	L	L	0
184	COG_FUNCTION	COG1236	RNA processing exonuclease, beta-lactamase fold, Cft2 family	2.5e-222
184	COG_CATEGORY	J	J	0
185	COG_FUNCTION	COG1346	Putative effector of murein hydrolase	2.1e-79
185	COG_CATEGORY	M	M	0
186	COG_FUNCTION	COG1380	Putative effector of murein hydrolase LrgA, UPF0299 family	5.5e-28
186	COG_CATEGORY	R	R	0
188	COG_FUNCTION	COG2229	Signal recognition particle receptor subunit beta, a GTPase	7.5e-50
188	COG_CATEGORY	U	U	0
189	COG_FUNCTION	COG2018	Predicted regulator of Ras-like GTPase activity, Roadblock/LC7/MglB family	9.5e-18
189	COG_CATEGORY	T	T	0
191	COG_FUNCTION	COG0639	Diadenosine tetraphosphatase ApaH/serine/threonine protein phosphatase, PP2A family	1.8e-86
191	COG_CATEGORY	T	T	0
192	COG_FUNCTION	COG0543	NAD(P)H-flavin reductase	5.7e-36
192	COG_CATEGORY	C!!!H	C!!!H	0
193	COG_FUNCTION	COG0479!!!COG0543	Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit!!!NAD(P)H-flavin reductase	8e-37
193	COG_CATEGORY	C!!!H	C!!!H	0
194	COG_FUNCTION	COG3383	Predicted molibdopterin-dependent oxidoreductase YjgC	1e-182
194	COG_CATEGORY	R	R	0
196	COG_FUNCTION	COG0412	Dienelactone hydrolase	1.2e-114
196	COG_CATEGORY	Q	Q	0
197	COG_FUNCTION	COG0189	Glutathione synthase/RimK-type ligase, ATP-grasp superfamily	5.4e-118
197	COG_CATEGORY	J!!!H	J!!!H	0
198	COG_FUNCTION	COG3141	dsDNA-binding SOS-regulon protein, induction by DNA damage requires cAMP	4.9e-21
198	COG_CATEGORY	L	L	0
199	COG_FUNCTION	COG4446	Uncharacterized conserved protein, DUF1499 family	3.4e-30
199	COG_CATEGORY	S	S	0
200	COG_FUNCTION	COG2220	L-ascorbate metabolism protein UlaG, beta-lactamase superfamily	4.9e-151
200	COG_CATEGORY	G	G	0
201	COG_FUNCTION	COG0705	Membrane associated serine protease, rhomboid family	3.5e-13
201	COG_CATEGORY	O	O	0
206	COG_FUNCTION	COG1309	DNA-binding transcriptional regulator, AcrR family	3.2e-55
206	COG_CATEGORY	K	K	0
207	COG_FUNCTION	COG0845	Multidrug efflux pump subunit AcrA (membrane-fusion protein)	3.4e-95
207	COG_CATEGORY	V!!!M	V!!!M	0
208	COG_FUNCTION	COG0841	Multidrug efflux pump subunit AcrB	0
208	COG_CATEGORY	V	V	0
209	COG_FUNCTION	COG1538	Outer membrane protein TolC	4.1e-114
209	COG_CATEGORY	M	M	0
210	COG_FUNCTION	COG0069	Glutamate synthase domain 2	6e-255
210	COG_CATEGORY	E	E	0
213	COG_FUNCTION	COG2340	Uncharacterized conserved protein YkwD, contains CAP (CSP/antigen 5/PR1) domain	1.1e-36
213	COG_CATEGORY	S	S	0
217	COG_FUNCTION	COG0840	Methyl-accepting chemotaxis protein	8.1e-41
217	COG_CATEGORY	T!!!N	T!!!N	0
218	COG_FUNCTION	COG0745	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	2.5e-44
218	COG_CATEGORY	T!!!K	T!!!K	0
219	COG_FUNCTION	COG0643!!!COG2198	Chemotaxis protein histidine kinase CheA!!!HPt (histidine-containing phosphotransfer) domain	2e-169
219	COG_CATEGORY	T!!!N	T!!!N	0
220	COG_FUNCTION	COG0835	Chemotaxis signal transduction protein	1.5e-53
220	COG_CATEGORY	T!!!N	T!!!N	0
221	COG_FUNCTION	COG0840	Methyl-accepting chemotaxis protein	1.6e-200
221	COG_CATEGORY	T!!!N	T!!!N	0
222	COG_FUNCTION	COG1352	Methylase of chemotaxis methyl-accepting proteins	3.1e-82
222	COG_CATEGORY	T!!!N	T!!!N	0
223	COG_FUNCTION	COG1871	Chemotaxis receptor (MCP) glutamine deamidase CheD	4.7e-56
223	COG_CATEGORY	T!!!N	T!!!N	0
224	COG_FUNCTION	COG2201	Chemotaxis response regulator CheB, contains REC and protein-glutamate methylesterase domains	1.3e-106
224	COG_CATEGORY	T!!!N	T!!!N	0
226	COG_FUNCTION	COG0703	Shikimate kinase	7.7e-55
226	COG_CATEGORY	E	E	0
227	COG_FUNCTION	COG2606	Cys-tRNA(Pro) deacylase, prolyl-tRNA editing enzyme YbaK/EbsC	4.9e-34
227	COG_CATEGORY	J	J	0
230	COG_FUNCTION	COG3655	DNA-binding transcriptional regulator, XRE family	9e-68
230	COG_CATEGORY	K	K	0
231	COG_FUNCTION	COG4298	Uncharacterized protein	8.2e-21
231	COG_CATEGORY	S	S	0
232	COG_FUNCTION	COG1842	Phage shock protein A	1.1e-19
232	COG_CATEGORY	T!!!K	T!!!K	0
234	COG_FUNCTION	COG1187	16S rRNA U516 pseudouridylate synthase RsuA and related 23S rRNA U2605, pseudouridylate synthases	1.5e-74
234	COG_CATEGORY	J	J	0
235	COG_FUNCTION	COG0488	ATPase components of ABC transporters with duplicated ATPase domains	5e-275
235	COG_CATEGORY	R	R	0
236	COG_FUNCTION	COG0760	Parvulin-like peptidyl-prolyl isomerase	2.1e-43
236	COG_CATEGORY	O	O	0
237	COG_FUNCTION	COG1409	3',5'-cyclic AMP phosphodiesterase CpdA	5.4e-166
237	COG_CATEGORY	T	T	0
238	COG_FUNCTION	COG3014	Uncharacterized protein	4.4e-63
238	COG_CATEGORY	S	S	0
240	COG_FUNCTION	COG3417	Outer membrane lipoprotein LpoB, binds and activates PBP1b	1.1e-46
240	COG_CATEGORY	M	M	0
241	COG_FUNCTION	COG1234	Ribonuclease BN, tRNA processing enzyme	2.2e-115
241	COG_CATEGORY	J	J	0
242	COG_FUNCTION	COG1024	Enoyl-CoA hydratase/carnithine racemase	1.9e-97
242	COG_CATEGORY	I	I	0
243	COG_FUNCTION	COG0596	Pimeloyl-ACP methyl ester carboxylesterase	2.7e-148
243	COG_CATEGORY	R!!!H	R!!!H	0
244	COG_FUNCTION	COG3310	Uncharacterized protein	2e-61
244	COG_CATEGORY	S	S	0
248	COG_FUNCTION	COG5380	Lipase chaperone LimK	3.3e-25
248	COG_CATEGORY	O	O	0
249	COG_FUNCTION	COG1075	Triacylglycerol esterase/lipase EstA, alpha/beta hydrolase fold	1.5e-72
249	COG_CATEGORY	I	I	0
250	COG_FUNCTION	COG2207	AraC-type DNA-binding domain and AraC-containing proteins	1.2e-24
250	COG_CATEGORY	K	K	0
251	COG_FUNCTION	COG0834	ABC-type amino acid transport/signal transduction system, periplasmic component/domain	7.4e-25
251	COG_CATEGORY	T!!!E	T!!!E	0
253	COG_FUNCTION	COG3687	Predicted metal-dependent hydrolase	6.5e-117
253	COG_CATEGORY	R	R	0
255	COG_FUNCTION	COG1502	Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase or related enzyme	4.8e-116
255	COG_CATEGORY	I	I	0
257	COG_FUNCTION	COG2989	Murein L,D-transpeptidase YcbB/YkuD	1.8e-115
257	COG_CATEGORY	M	M	0
258	COG_FUNCTION	COG1376	Lipoprotein-anchoring transpeptidase ErfK/SrfK	1.7e-15
258	COG_CATEGORY	M	M	0
261	COG_FUNCTION	COG5470	Uncharacterized conserved protein, DUF1330 family	7.1e-29
261	COG_CATEGORY	S	S	0
262	COG_FUNCTION	COG0733	Na+-dependent transporter, SNF family	1.7e-213
262	COG_CATEGORY	R	R	0
263	COG_FUNCTION	COG0334	Glutamate dehydrogenase/leucine dehydrogenase	8.3e-160
263	COG_CATEGORY	E	E	0
264	COG_FUNCTION	COG1014!!!COG4231	Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, gamma subunit!!!TPP-dependent indolepyruvate ferredoxin oxidoreductase, alpha subunit	0
264	COG_CATEGORY	C	C	0
265	COG_FUNCTION	COG0730	Uncharacterized membrane protein YfcA	4.1e-84
265	COG_CATEGORY	S	S	0
267	COG_FUNCTION	COG0702	Uncharacterized conserved protein YbjT, contains NAD(P)-binding and DUF2867 domains	2.9e-62
267	COG_CATEGORY	R	R	0
268	COG_FUNCTION	COG1296	Predicted branched-chain amino acid permease (azaleucine resistance)	8.8e-105
268	COG_CATEGORY	E	E	0
269	COG_FUNCTION	COG4541	Uncharacterized membrane protein	9.5e-21
269	COG_CATEGORY	S	S	0
270	COG_FUNCTION	COG2931!!!COG2931	Ca2+-binding protein, RTX toxin-related!!!Ca2+-binding protein, RTX toxin-related	1e-15
270	COG_CATEGORY	Q	Q	0
271	COG_FUNCTION	COG3360	Flavin-binding protein dodecin	6.3e-24
271	COG_CATEGORY	R	R	0
272	COG_FUNCTION	COG1514	2'-5' RNA ligase	2.1e-23
272	COG_CATEGORY	J	J	0
274	COG_FUNCTION	COG5607	CHAD domain (function unknown)	1.6e-22
274	COG_CATEGORY	S	S	0
275	COG_FUNCTION	COG3146	Predicted N-acyltransferase	3.8e-155
275	COG_CATEGORY	R	R	0
276	COG_FUNCTION	COG0491	Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II	2.7e-137
276	COG_CATEGORY	R	R	0
277	COG_FUNCTION	COG0446!!!COG3453	NADPH-dependent 2,4-dienoyl-CoA reductase, sulfur reductase, or a related oxidoreductase!!!Predicted phosphohydrolase, protein tyrosine phosphatase (PTP) superfamily, DUF442 family	2.3e-14
277	COG_CATEGORY	I!!!R	I!!!R	0
278	COG_FUNCTION	COG0446	NADPH-dependent 2,4-dienoyl-CoA reductase, sulfur reductase, or a related oxidoreductase	1.7e-148
278	COG_CATEGORY	I	I	0
279	COG_FUNCTION	COG0659	Sulfate permease or related transporter, MFS superfamily	1e-191
279	COG_CATEGORY	P	P	0
280	COG_FUNCTION	COG0491!!!COG0607	Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II!!!Rhodanese-related sulfurtransferase	1.6e-96
280	COG_CATEGORY	R!!!P	R!!!P	0
282	COG_FUNCTION	COG0745	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	9.7e-98
282	COG_CATEGORY	T!!!K	T!!!K	0
283	COG_FUNCTION	COG2205	K+-sensing histidine kinase KdpD	7.8e-144
283	COG_CATEGORY	T	T	0
