gene_callers_id	source	accession	function	e_value
102	COG_CATEGORY	T!!!K	T!!!K	0
103	COG_FUNCTION	COG2205	K+-sensing histidine kinase KdpD	3.7e-247
103	COG_CATEGORY	T	T	0
105	COG_FUNCTION	COG1739	Putative translation regulator, IMPACT (imprinted ancient) protein family	6e-112
105	COG_CATEGORY	R	R	0
107	COG_FUNCTION	COG0023	Translation initiation factor 1 (eIF-1/SUI1)	6.8e-39
107	COG_CATEGORY	J	J	0
108	COG_FUNCTION	COG0665	Glycine/D-amino acid oxidase (deaminating)	3.1e-243
108	COG_CATEGORY	E	E	0
109	COG_FUNCTION	COG0318	Acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II	0
109	COG_CATEGORY	I!!!Q	I!!!Q	0
110	COG_FUNCTION	COG3123	Uncharacterized conserved protein YaiE, UPF0345 family	2e-46
110	COG_CATEGORY	S	S	0
111	COG_FUNCTION	COG1320	Multisubunit Na+/H+ antiporter, MnhG subunit	7.5e-66
111	COG_CATEGORY	P	P	0
112	COG_FUNCTION	COG2212	Multisubunit Na+/H+ antiporter, MnhF subunit	7.5e-38
112	COG_CATEGORY	P	P	0
113	COG_FUNCTION	COG1863	Multisubunit Na+/H+ antiporter, MnhE subunit	1.2e-80
113	COG_CATEGORY	P	P	0
114	COG_FUNCTION	COG0651	Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit	3.7e-275
114	COG_CATEGORY	P!!!C	P!!!C	0
115	COG_FUNCTION	COG1006	Multisubunit Na+/H+ antiporter, MnhC subunit	4.9e-50
115	COG_CATEGORY	P	P	0
116	COG_FUNCTION	COG2111	Multisubunit Na+/H+ antiporter, MnhB subunit	9.5e-64
116	COG_CATEGORY	P	P	0
117	COG_FUNCTION	COG1009!!!COG2111	NADH:ubiquinone oxidoreductase subunit 5 (chain L)/Multisubunit Na+/H+ antiporter, MnhA subunit!!!Multisubunit Na+/H+ antiporter, MnhB subunit	0
117	COG_CATEGORY	P!!!C	P!!!C	0
118	COG_FUNCTION	COG1320	Multisubunit Na+/H+ antiporter, MnhG subunit	1.7e-55
118	COG_CATEGORY	P	P	0
119	COG_FUNCTION	COG2212	Multisubunit Na+/H+ antiporter, MnhF subunit	6.9e-36
119	COG_CATEGORY	P	P	0
120	COG_FUNCTION	COG1863	Multisubunit Na+/H+ antiporter, MnhE subunit	2.4e-87
120	COG_CATEGORY	P	P	0
121	COG_FUNCTION	COG0651	Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit	6.3e-275
121	COG_CATEGORY	P!!!C	P!!!C	0
122	COG_FUNCTION	COG1006	Multisubunit Na+/H+ antiporter, MnhC subunit	5.2e-58
122	COG_CATEGORY	P	P	0
123	COG_FUNCTION	COG1009!!!COG2111!!!COG2111	NADH:ubiquinone oxidoreductase subunit 5 (chain L)/Multisubunit Na+/H+ antiporter, MnhA subunit!!!Multisubunit Na+/H+ antiporter, MnhB subunit!!!Multisubunit Na+/H+ antiporter, MnhB subunit	0
123	COG_CATEGORY	P!!!C	P!!!C	0
124	COG_FUNCTION	COG0446!!!COG1902	NADPH-dependent 2,4-dienoyl-CoA reductase, sulfur reductase, or a related oxidoreductase!!!2,4-dienoyl-CoA reductase or related NADH-dependent reductase, Old Yellow Enzyme (OYE) family	0
124	COG_CATEGORY	I!!!C	I!!!C	0
125	COG_FUNCTION	COG1253	Hemolysin or related protein, contains CBS domains	6.9e-185
125	COG_CATEGORY	R	R	0
127	COG_FUNCTION	COG4977	Transcriptional regulator GlxA family, contains an amidase domain and an AraC-type DNA-binding HTH domain	1.2e-189
127	COG_CATEGORY	K	K	0
128	COG_FUNCTION	COG1960	Acyl-CoA dehydrogenase related to the alkylation response protein AidB	0
128	COG_CATEGORY	I	I	0
129	COG_FUNCTION	COG1024	Enoyl-CoA hydratase/carnithine racemase	8.2e-146
129	COG_CATEGORY	I	I	0
130	COG_FUNCTION	COG3239	Fatty acid desaturase	1.4e-248
130	COG_CATEGORY	I	I	0
133	COG_FUNCTION	COG3211	Secreted phosphatase, PhoX family	0
133	COG_CATEGORY	R	R	0
134	COG_FUNCTION	COG0840	Methyl-accepting chemotaxis protein	3.5e-239
134	COG_CATEGORY	N!!!T	N!!!T	0
135	COG_FUNCTION	COG3671	Uncharacterized membrane protein	7e-47
135	COG_CATEGORY	S	S	0
136	COG_FUNCTION	COG2814	Predicted arabinose efflux permease, MFS family	2.8e-98
136	COG_CATEGORY	G	G	0
137	COG_FUNCTION	COG3490	Uncharacterized protein	6.2e-216
137	COG_CATEGORY	S	S	0
138	COG_FUNCTION	COG3489	Predicted periplasmic lipoprotein	8e-197
138	COG_CATEGORY	S	S	0
139	COG_FUNCTION	COG3488	Uncharacterized conserved protein with two CxxC motifs, DUF1111 family	5.3e-276
139	COG_CATEGORY	R	R	0
140	COG_FUNCTION	COG3487	Uncharacterized iron-regulated protein	1.8e-243
140	COG_CATEGORY	S	S	0
141	COG_FUNCTION	COG2961	23S rRNA A2030 N6-methylase RlmJ	1.2e-161
141	COG_CATEGORY	J	J	0
143	COG_FUNCTION	COG0668	Small-conductance mechanosensitive channel	1.7e-138
143	COG_CATEGORY	M	M	0
144	COG_FUNCTION	COG1638	TRAP-type C4-dicarboxylate transport system, periplasmic component	5.9e-206
144	COG_CATEGORY	G	G	0
145	COG_FUNCTION	COG0697	Permease of the drug/metabolite transporter (DMT) superfamily	6.4e-166
145	COG_CATEGORY	R!!!G!!!E	R!!!G!!!E	0
146	COG_FUNCTION	COG2827	Predicted endonuclease, GIY-YIG superfamily	6.6e-42
146	COG_CATEGORY	L	L	0
147	COG_FUNCTION	COG0657	Acetyl esterase/lipase	3.3e-167
147	COG_CATEGORY	I	I	0
148	COG_FUNCTION	COG2267	Lysophospholipase, alpha-beta hydrolase superfamily	4.4e-200
148	COG_CATEGORY	I	I	0
149	COG_FUNCTION	COG2885	Outer membrane protein OmpA and related peptidoglycan-associated (lipo)proteins	1.6e-94
149	COG_CATEGORY	M	M	0
150	COG_FUNCTION	COG0111	Phosphoglycerate dehydrogenase or related dehydrogenase	2.5e-229
150	COG_CATEGORY	R!!!H	R!!!H	0
151	COG_FUNCTION	COG0277	FAD/FMN-containing dehydrogenase	9.5e-281
151	COG_CATEGORY	C	C	0
152	COG_FUNCTION	COG0846	NAD-dependent protein deacetylase, SIR2 family	6.3e-126
152	COG_CATEGORY	O	O	0
153	COG_FUNCTION	COG0661	Predicted unusual protein kinase regulating ubiquinone biosynthesis, AarF/ABC1/UbiB family	3e-249
153	COG_CATEGORY	H!!!T	H!!!T	0
154	COG_FUNCTION	COG0179	2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)	1.5e-127
154	COG_CATEGORY	Q	Q	0
155	COG_FUNCTION	COG0503	Adenine/guanine phosphoribosyltransferase or related PRPP-binding protein	4.4e-98
155	COG_CATEGORY	F	F	0
156	COG_FUNCTION	COG2252	Xanthine/uracil/vitamin C permease, AzgA family	9.6e-224
156	COG_CATEGORY	F	F	0
157	COG_FUNCTION	COG2860	Uncharacterized membrane protein YeiH	5.6e-113
157	COG_CATEGORY	S	S	0
159	COG_FUNCTION	COG0604	NADPH:quinone reductase or related Zn-dependent oxidoreductase	2e-181
159	COG_CATEGORY	R!!!C	R!!!C	0
160	COG_FUNCTION	COG0318	Acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II	7.2e-302
160	COG_CATEGORY	I!!!Q	I!!!Q	0
161	COG_FUNCTION	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	1.6e-152
161	COG_CATEGORY	I!!!R!!!Q	I!!!R!!!Q	0
162	COG_FUNCTION	COG4770	Acetyl/propionyl-CoA carboxylase, alpha subunit	0
162	COG_CATEGORY	I	I	0
163	COG_FUNCTION	COG1024	Enoyl-CoA hydratase/carnithine racemase	5.1e-146
163	COG_CATEGORY	I	I	0
164	COG_FUNCTION	COG1960	Acyl-CoA dehydrogenase related to the alkylation response protein AidB	2.2e-227
164	COG_CATEGORY	I	I	0
165	COG_FUNCTION	COG4799	Acetyl-CoA carboxylase, carboxyltransferase component	1e-307
165	COG_CATEGORY	I	I	0
166	COG_FUNCTION	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	4.1e-162
166	COG_CATEGORY	I!!!R!!!Q	I!!!R!!!Q	0
167	COG_FUNCTION	COG3185	4-hydroxyphenylpyruvate dioxygenase and related hemolysins	1.8e-71
167	COG_CATEGORY	R!!!E	R!!!E	0
168	COG_FUNCTION	COG1309	DNA-binding transcriptional regulator, AcrR family	1.7e-115
168	COG_CATEGORY	K	K	0
170	COG_FUNCTION	COG0715	ABC-type nitrate/sulfonate/bicarbonate transport system, periplasmic component	2.8e-77
170	COG_CATEGORY	P	P	0
171	COG_FUNCTION	COG1593	TRAP-type C4-dicarboxylate transport system, large permease component	0
171	COG_CATEGORY	G	G	0
172	COG_FUNCTION	COG1404	Serine protease, subtilisin family	0
172	COG_CATEGORY	O	O	0
174	COG_FUNCTION	COG0187	DNA gyrase/topoisomerase IV, subunit B	0
174	COG_CATEGORY	L	L	0
175	COG_FUNCTION	COG0471!!!COG0471!!!COG0569!!!COG3273	Di- and tricarboxylate transporter!!!Di- and tricarboxylate transporter!!!Trk K+ transport system, NAD-binding component!!!Uncharacterized conserved protein, contains PhoU and TrkA_C domains	0
175	COG_CATEGORY	S!!!G!!!P	S!!!G!!!P	0
176	COG_FUNCTION	COG2200	EAL domain, c-di-GMP-specific phosphodiesterase class I (or its enzymatically inactive variant)	1.2e-245
176	COG_CATEGORY	T	T	0
177	COG_FUNCTION	COG3038	Cytochrome b561	1.9e-101
177	COG_CATEGORY	C	C	0
178	COG_FUNCTION	COG2353	Polyisoprenoid-binding periplasmic protein YceI	1.4e-105
178	COG_CATEGORY	R	R	0
180	COG_FUNCTION	COG0188	DNA gyrase/topoisomerase IV, subunit A	0
180	COG_CATEGORY	L	L	0
181	COG_FUNCTION	COG0560!!!COG3830	Phosphoserine phosphatase!!!ACT domain, binds amino acids and other small ligands	9.7e-226
181	COG_CATEGORY	T!!!E	T!!!E	0
182	COG_FUNCTION	COG2199!!!COG2200!!!COG2204	GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants!!!EAL domain, c-di-GMP-specific phosphodiesterase class I (or its enzymatically inactive variant)!!!DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains	0
182	COG_CATEGORY	T	T	0
184	COG_FUNCTION	COG1509	L-lysine 2,3-aminomutase (EF-P beta-lysylation pathway)	1.2e-197
184	COG_CATEGORY	E	E	0
185	COG_FUNCTION	COG0231	Translation elongation factor P (EF-P)/translation initiation factor 5A (eIF-5A)	4.7e-98
185	COG_CATEGORY	J	J	0
186	COG_FUNCTION	COG2269	Elongation factor P--beta-lysine ligase (EF-P beta-lysylation pathway)	1.3e-185
186	COG_CATEGORY	J	J	0
187	COG_FUNCTION	COG0688	Phosphatidylserine decarboxylase	4.9e-160
187	COG_CATEGORY	I	I	0
188	COG_FUNCTION	COG1291	Flagellar motor component MotA	1.3e-152
188	COG_CATEGORY	N	N	0
189	COG_FUNCTION	COG1360	Flagellar motor protein MotB	1.6e-103
189	COG_CATEGORY	N	N	0
190	COG_FUNCTION	COG1162	Putative ribosome biogenesis GTPase RsgA	4.2e-193
190	COG_CATEGORY	J	J	0
191	COG_FUNCTION	COG1949	Oligoribonuclease (3'-5' exoribonuclease)	5.2e-99
191	COG_CATEGORY	A	A	0
192	COG_FUNCTION	COG1600	Epoxyqueuosine reductase  QueG (queuosine biosynthesis)	2e-214
192	COG_CATEGORY	J	J	0
193	COG_FUNCTION	COG0062!!!COG0063	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate epimerase domain!!!NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate dehydratase domain	3.8e-275
193	COG_CATEGORY	F	F	0
194	COG_FUNCTION	COG0802	tRNA A37 threonylcarbamoyladenosine biosynthesis protein TsaE	2e-89
194	COG_CATEGORY	J	J	0
195	COG_FUNCTION	COG0860!!!COG1388	N-acetylmuramoyl-L-alanine amidase!!!LysM repeat	5.8e-256
195	COG_CATEGORY	M	M	0
196	COG_FUNCTION	COG0323	DNA mismatch repair ATPase MutL	0
196	COG_CATEGORY	L	L	0
197	COG_FUNCTION	COG0324	tRNA A37 N6-isopentenylltransferase MiaA	3.3e-176
197	COG_CATEGORY	J	J	0
198	COG_FUNCTION	COG1923	sRNA-binding regulator protein Hfq	1.9e-32
198	COG_CATEGORY	T	T	0
199	COG_FUNCTION	COG2262	50S ribosomal subunit-associated GTPase HflX	1.2e-245
199	COG_CATEGORY	J	J	0
200	COG_FUNCTION	COG0330	Regulator of protease activity HflC, stomatin/prohibitin superfamily	2.6e-159
200	COG_CATEGORY	O	O	0
201	COG_FUNCTION	COG0330	Regulator of protease activity HflC, stomatin/prohibitin superfamily	9.2e-154
201	COG_CATEGORY	O	O	0
202	COG_FUNCTION	COG3705	ATP phosphoribosyltransferase regulatory subunit HisZ	1.1e-218
202	COG_CATEGORY	E	E	0
203	COG_FUNCTION	COG0104	Adenylosuccinate synthase	7.5e-253
203	COG_CATEGORY	F	F	0
204	COG_FUNCTION	COG2227	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	1e-196
204	COG_CATEGORY	H	H	0
205	COG_FUNCTION	COG4106	Trans-aconitate methyltransferase	1.2e-141
205	COG_CATEGORY	C	C	0
207	COG_FUNCTION	COG2334	Ser/Thr protein kinase RdoA involved in Cpx stress response, MazF antagonist	8.6e-204
207	COG_CATEGORY	T	T	0
209	COG_FUNCTION	COG0579	L-2-hydroxyglutarate oxidase LhgO	9.4e-212
209	COG_CATEGORY	G	G	0
210	COG_FUNCTION	COG1040	Predicted amidophosphoribosyltransferases	2.7e-138
210	COG_CATEGORY	R	R	0
211	COG_FUNCTION	COG0502	Biotin synthase or related enzyme	3e-199
211	COG_CATEGORY	H	H	0
212	COG_FUNCTION	COG0156	7-keto-8-aminopelargonate synthetase or related enzyme	9e-221
212	COG_CATEGORY	H	H	0
213	COG_FUNCTION	COG2267	Lysophospholipase, alpha-beta hydrolase superfamily	2.5e-06
213	COG_CATEGORY	I	I	0
214	COG_FUNCTION	COG2226	Ubiquinone/menaquinone biosynthesis C-methylase UbiE	4.2e-156
214	COG_CATEGORY	H	H	0
215	COG_FUNCTION	COG0132	Dethiobiotin synthetase	3.6e-129
215	COG_CATEGORY	H	H	0
217	COG_FUNCTION	COG3064	Membrane protein involved in colicin uptake	3.2e-21
217	COG_CATEGORY	M	M	0
218	COG_FUNCTION	COG1960	Acyl-CoA dehydrogenase related to the alkylation response protein AidB	0
218	COG_CATEGORY	I	I	0
219	COG_FUNCTION	COG1960	Acyl-CoA dehydrogenase related to the alkylation response protein AidB	0
219	COG_CATEGORY	I	I	0
220	COG_FUNCTION	COG2356	Endonuclease I	2.7e-110
220	COG_CATEGORY	L	L	0
222	COG_FUNCTION	COG1466	DNA polymerase III, delta subunit	3e-188
222	COG_CATEGORY	L	L	0
223	COG_FUNCTION	COG2980	Outer membrane lipoprotein LptE/RlpB (LPS assembly)	3e-84
223	COG_CATEGORY	M	M	0
224	COG_FUNCTION	COG0495	Leucyl-tRNA synthetase	0
224	COG_CATEGORY	J	J	0
226	COG_FUNCTION	COG0815	Apolipoprotein N-acyltransferase	5.8e-308
226	COG_CATEGORY	M	M	0
227	COG_FUNCTION	COG4535	Mg2+ and Co2+ transporter CorC, contains CBS pair and CorC-HlyC domains	8.9e-154
227	COG_CATEGORY	P	P	0
228	COG_FUNCTION	COG0319	ssRNA-specific RNase YbeY, 16S rRNA maturation enzyme	1.4e-47
228	COG_CATEGORY	J	J	0
